ST,east,north,up,azimuth,distance
741009607.0,340.84142066638924,-105.76137960827032,-0.01004374575919087,107.2388538801126,356.87300746697997
741009627.0,-369.86799864259996,701.1947780068501,-0.049485608847476215,-27.810863998599565,792.7650680522938
741009647.0,697.5008776459539,145.02203503541836,-0.040055667941629736,78.2545949156836,712.4176197727636
741009667.0,-236.33894670937104,331.3347466935679,-0.013013960614017606,-35.50001933945416,406.98748395765904
741009687.0,-462.01878980422265,-445.91751783262686,-0.032231843098230684,-133.98402759169517,642.1088652574184
741009707.0,-221.57061728096036,-794.1542216227672,-0.0536229989122603,-164.41079129338345,824.4843638077857
741009727.0,19.398306901268256,-109.62124920672079,-0.0010571444123712581,169.9649646432187,111.32435756957135
741009747.0,15.921065968585879,-366.9027557603705,-0.010326054624783865,177.51531444282156,367.24802589820706
741009767.0,937.3270889459432,328.3779343588304,-0.07697275107770452,70.69288617649772,993.1838397022217
741009787.0,245.44299108583112,-319.7710342468638,-0.012871791788882092,142.49165025934408,403.10764842219044
741009807.0,64.46997726653711,521.7199056380075,-0.02156128068338603,7.044443162181283,525.6881565221717
741009827.0,124.39294634234822,-161.8298741388449,-0.0035752990931001705,142.4517821865503,204.11397125999167
741009847.0,8.37561456211607,-276.9877113052826,-0.005786764110979448,178.2680055316173,277.11431419800687
741009867.0,72.49316381897066,-443.8008242171586,-0.015371846891298446,170.72288554817217,449.6825884735959
741009887.0,-832.7048886304672,524.8495342438861,-0.07611893698026506,-57.776983584771834,984.3091308857715
741009907.0,979.3846757113388,-182.12451817227887,-0.07800988406091847,100.53428777550975,996.1745244372037
741009927.0,879.8370456026943,85.4663228245278,-0.06187093541445421,84.45176347307324,883.9783476714936
741009947.0,-593.3551442625269,209.55807860817185,-0.03092498140254918,-70.54806361732182,629.2733233919524
741009967.0,481.220129302819,830.3283382947039,-0.07178343725183822,30.094608999686542,959.6968074456985
741009987.0,-51.492554611957885,-100.02319780383418,-0.0006740617295477591,-152.76031302310906,112.49943679579202
741010007.0,861.4183005161607,31.115084351444004,-0.05801338385383836,87.93133221264199,861.9800675992154
741010027.0,-390.27388043863607,87.47311227694604,-0.012470938517587626,-77.36692711873965,399.95655654589035
741010047.0,598.7305851631705,-667.8400201926318,-0.0625481007106714,138.12320235705005,896.9328883370971
741010067.0,331.6229455310978,814.0954112770507,-0.060379909305368074,22.163596004413442,879.047846630132
741010087.0,-569.9640758107506,-519.010423506578,-0.04655232643790441,-132.3210562110753,770.8637152073514
741010107.0,681.9886551032034,-50.622029850121805,-0.03646977248091332,94.24511373811487,683.8648372270816
741010127.0,884.1578356642827,157.29870322043593,-0.06324172969435438,79.91217265522612,898.0411796801857
741010147.0,632.537581657478,-343.3843793748025,-0.041136869874634385,118.49611681729318,719.7337175704004
741010167.0,212.61801852616355,933.4436485027497,-0.0719846832827784,12.831796466278934,957.3523211086485
741010187.0,-333.13226878431374,482.3402062262237,-0.02691020673663047,-34.63122018637523,586.1989278800672
741010207.0,-45.05131732706454,764.1067037551098,-0.04632752524406669,-3.3742218967260325,765.4336521974998
741010227.0,578.1895694349653,-439.1489984171238,-0.04086579860447159,127.2175515392058,726.0544201464195
